dialogue_line,humor
I KNEW IT!!!!,1.0
Rachel's coming up the path.  Doesn't she look pretty. Jack...,1.0
Oh my God.,1.0
"You know what this is, this is us getting ready for the prom.",0.0
Oh.,0.0
"You know what, you guys, we don't have to watch this.",0.0
Oh yeah we do. C'mon.,1.0
Get a shot of Monica. Where's Monica.,1.0
"Wait, how do you zoom out?  There she is.",1.0
"Shut up, the camera adds ten pounds.",0.0
"Ahh, so how many cameras are actually on you?",1.0
"Oh, dad, turn it off.",1.0
It is off.  Right Ross?,0.0
Lookin' good Mr. Cotter.,0.0
"I can't go to my own prom without a date, I can't, it's too late.",1.0
If you're not going then I don't want to go either.,1.0
I have a wonderful idea. You should take Rachel to the prom.,1.0
"Y'know what?  I think we've seen enough, let's turn it off.",1.0
"No, no, no.",0.0
"OK, fine, well I'm not gonna watch, alright.",1.0
"C'mon kid, let's go.",0.0
"Ahh, are you hadsome.",1.0
Let's show 'em.,0.0
Okay dad.,1.0
"Rachel, ready or not, here comes your knight in shining—Oh no.",0.0
Bye.,0.0
"Oh, dear. Jack, how do I turn this off?",1.0
I can't believe you did that.,1.0
"Yeah, well.",1.0
"See, he's her lobster.",1.0
Nooooo. You’re really not going?,1.0
"Yeah. It’s just gonna be too hard. Y’know? I mean, it’s Ross. How can I watch him get married? Y’know it’s just, it’s for the best, y’know it is, it’s... Y’know, plus, somebody’s got to stay here with Phoebe! Y’know she’s gonna be pretty big by then, and she needs someone to help her tie her shoes; drive her to the hospital in case she goes into labour.",1.0
You don’t have a car. And your license expired.,1.0
"I know.  Yeah, see, there’s so much to do and I have so little time to do it in.",1.0
"All right, check it out. Check this out. It says here that there’s a place you can go to rent videos of all the museums!  ""It’s almost as good as being there.""",1.0
It’s better! You can’t go to a museum in your underwear!,1.0
"Well, You could, but... probably just the one time.",1.0
"I bet we could get videos of all the sites, get a VCR in our hotel room... we'd never even have to go outside!",1.0
"If we do that, we gotta get Die Hard.",0.0
Oh-ho! I bet the British version is gooooood!,1.0
That’s like the tenth time I’ve peed since I’ve been here!,1.0
That’s also like the tenth time you told us.,1.0
"Yeah, oh I’m sorry, it must be really hard to hear! I tell ya, it’s a lot easier having three babies play Bringing in the Noise, Bringing in da Funk on your bladder! I’m so sick of being pregnant! The only happiness I get is from a cup of coffee, which of course is decaf, ‘cause—Oh! I’m pregnant!",1.0
"Pheebs, did...you want a cookie?",1.0
Thank you so much.,0.0
"So uh, Pheebs, honey, how are those mood swings coming?",1.0
I haven’t really had any yet.,1.0
Hey guys!,0.0
Hey.,0.0
Hey!,0.0
"All right, here’s the ring.",0.0
"Yes! Yes! A thousand times, yes!",0.0
"So uh, any ideas for the bachelor party yet?",0.0
"Whoa-whoa-whoa! Before you start handing out wedding rings and planning bachelor parties, don’t you have to decide who your best man is gonna be?",1.0
"Oh, it’s awkward. It’s awkward. It’s awkward.",1.0
I sort’ve already asked Chandler.,1.0
What?! He got to do it at your first wedding!,1.0
"Joey, I figured you’d understand. I mean, I-I’ve known him a lot longer.",1.0
"Come on Ross! Look, I-I don’t have any brothers; I’ll never get to be a best man!",1.0
You can be the best man when I get married.,1.0
I’ll never get to be a best man!,0.0
"Wait-wait, so, you get to be my best man twice and I never get to be yours at all?",1.0
"Oh no-no-no, you—yeah, of course you get to be my best man.",1.0
What about me?! You-you just said I could!,1.0
"I’m not even getting married! Okay, this is a question for science fiction writers!",0.0
I can’t believe you’re not picking me.,1.0
"Hey, how can it not be me?!HeyHey!",1.0
I’m not even... I’m not even...,1.0
"Fine, y’know what, that’s it. From now on, Joey, I want you to be my best man.",1.0
Yes!  Shame about you man.,1.0
Stop it!,0.0
What?,1.0
One of the babies is kicking.,0.0
I thought that was a good thing.,1.0
"It’s not kicking me, it’s kicking one of the other babies. Oh ! Don’t make me come in there!",1.0
Hey!,0.0
Hey!,0.0
Do you guys have like a big bowl I can borrow?,1.0
"Yeah, there’s one right under the cabinet.",1.0
Thanks.,0.0
Why do you need it?,1.0
"Oh, we’re having a big party tomorrow night. Later!",0.0
"Whoa! Hey-hey, you planning on inviting us?",1.0
"Nooo, later.",0.0
"Hey!! Get your ass back here, Tribbiani!!",0.0
Hormones!,0.0
"What Phoebe meant to say was umm, how come you’re having a party and we’re not invited?",1.0
"Oh, it’s Ross’s bachelor party.",0.0
Sooo?,0.0
Are you bachelors?,0.0
Nooo!,0.0
Are you strippers?,1.0
Nooo!,0.0
Then you’re not invited.,0.0
All right fine! You’re not invited to the party we’re gonna have either.,0.0
"Oh-whoa, what party?",1.0
Well umm...,1.0
The baby shower for Phoebe!,0.0
Baby shower. Wow! That sounds sooo like something I don’t want to do! Later!,1.0
I can’t believe I’m gonna have a party! This is so great!  A party!  Yay!!  I don’t know why.,1.0
"This is what I’ve got going for the party so far, liquor wise. Get a lot of liquor.",1.0
Great. Great.,0.0
"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",1.0
I’ll be there.,0.0
"All right—oh! Listen, I know this is your party, but I’d really like to the number of museum geeks that are gonna be there.",1.0
"Yeah. Tell ya what, let’s not invite any of the anthropologists, only the dinosaur dudes!",1.0
Okay! We’ll need a six-pack of Zima.,0.0
"Hey guys, what are you doing?",0.0
"Oh, just planning my bachelor party with my best man.",1.0
"Yeah, well, good luck trying to top the last one.",1.0
"Yeah, see, I don’t think it’s gonna that difficult considering this one won’t be taking place in the basement of a Pizza Hut.",1.0
"Oh, I’m Ross. I’m Ross. I’m too good for the Hut; I’m too good for the Hut.",1.0
"Look, I gotta go pick up Ben. Everything so far sounds great Joey, just remember to keep it on the mellow side, okay? Just a couple of guys hanging out playing poker, no-no strippers or anything okay?",1.0
You got it.,0.0
"Okay, see ya later.",0.0
See ya.  Have fun planning your mellow bachelor party.,1.0
"Well, there’s gonna be strippers there. He didn’t say anything about no strippers.",1.0
"He just said, ""No strippers.""",1.0
"Oh, I chose not to hear that.",1.0
Look what I got! Look what I got! Look what I got!  Can you believe they make these for little people?,1.0
Little village people.,0.0
"Okay, look at this one. This is my favourite.",1.0
"Oh, that is so sweet!",0.0
I know! Phoebe is gonna love dressing them in these!,1.0
"Huh. Except, Phoebe’s not gonna be the one that gets to dress them.",1.0
Because she’s not gonna get to keep the babies.,1.0
Oh my God! We are throwing the most depressing baby shower ever!,1.0
"Wait a minute! Unless, we give her all gifts she can use after she’s done being pregnant. Like-like umm, regular coffee, Tequila.",1.0
"Oh, and somebody can get those leather pants she’s always wanted!",0.0
"Oh, she’s gonna love that!",0.0
"What the hell is this?! What, did you actually thought it would make me feel better to give me stuff that I can’t use for another two months?! This sucks! All right, what’s my next present?!",1.0
I don’t have anything.,1.0
"Hey listen man, about the stripper...",1.0
Yeah?,1.0
Good call!,0.0
"Okay, a little announcement, a little announcement. I’ve decided that my best man is, my best friend Gunther!",1.0
What’s my last name?,1.0
Central Perk?,0.0
Thanks for not marrying Rachel.,0.0
"Oh-whoa-wait, Gunther don’t-don’t forget your shirt.",1.0
"Hey-hey, what are those?",1.0
"Oh, little party favours, check it out!",0.0
Wow! Yeah!,0.0
Oh-oh!,0.0
"Okay, okay, a little announcement, I just want everyone to know that the position of my best man is still open! And uh,  so is the position of the bride.",1.0
Great!,0.0
"Smooth man. Yeah, you got some chilie on your neck.  Well, I just want to say, thanks everyone, this-this was great. And hey! See you guys Monday morning.  Thanks Joey.",1.0
"Oh, hey, don’t forget your shirt.",0.0
"Oh, thanks!",0.0
"Okay, hey, museum geeks, party’s over. Okay. Wave bye-bye to the nice lady. There you go. Back to your parent’s basement. All right.  Come on boys, come on out! Here you go. All right.",1.0
"Ohhh, look at the little birdies! Are those yours?",1.0
Yeah!,0.0
"Wow, I didn’t know they let you keep chickens and ducks as pets.",1.0
Oh yeah-yeah. And I got the duck totally trained. Watch this. Stare at the wall.  Hardly move.  Be white.,1.0
"You are really good at that. So uh, I had fun tonight, you throw one hell of a party.",1.0
"Oh thanks. Thanks. It was great meetin’ ya. And listen if any of my friends gets married, or have a birthday, or a Tuesday...",1.0
"Yeah, that would be great. So I guess umm, good night.",1.0
"Oh unless you uh, you wanna hang around.",1.0
Yeah?,1.0
Yeah. I’ll let you play with my duck.,1.0
"Hey,  stripper!",0.0
"The stripper stole the ring!! The stripper stole the ring!! Chandler! Chandler, get up! Get up! The stripper stole the ring!",1.0
What?,1.0
The ring is gone!,0.0
"Ugh. Just a sec, give me a minute to wake up for this—Ah-ha-ha!! You lost the ring! You’re the worst best man ever!",1.0
"Dude, this isn’t funny! What am I gonna do?! I go to bed last night, everything’s cool! I wake up this morning, the stripper’s gone and the ring is gone!",1.0
You slept with the stripper?,1.0
Of course!!,0.0
"Hi, guys.",0.0
Hi! Phoebe.,0.0
Hi Phoebe.,0.0
"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",1.0
No we...,0.0
Hormones.,0.0
"...hormones, yeah.",1.0
"Anyway, I just wanted to say thank you, it was just, it was so sweet.",1.0
"Wow, you seem to be doing so much better. That’s great. So how-how are things going?",1.0
"Good. Y’know—no-no, okay, it’s-it feels like everything’s been about me lately, so what’s happening with you?",1.0
"Oh, well, actually we were just talking about me not going to Ross’s wedding.",1.0
Oh!,0.0
"It just might be too hard, given the history and all that...",0.0
"Wow! This reminds me of the time when I was umm, living on the street and this guy offered to buy me food if I slept with him.",1.0
"Well, h-how is this like that?",1.0
"Well, let’s see, it’s not. Really, like that. Because, you see that was an actual problem, and uh, yours is just like y’know a bunch of y’know high school crap that nobody really gives y’know...",1.0
"I’m-I’m sorry, I just thought that...",1.0
"Alrighty, here come the water works.",0.0
"Ugh! I don’t know what I’m going to do! I called the company that sent and th-they don’t care! Then I called 9-1-1 and they laughed at me, if this isn’t an emergency, then what is?",1.0
Hey guys!,0.0
Hey!,0.0
Hey...,1.0
"I just wanted to thank you again for last night, what a great party! And the guys from work had a blast. Y’know, one of them had never been to a bachelor party before. Yeah! And-and another one had never been to a party before, so...",1.0
"So uh, hey, that uh, that wedding ring, huh? Man, that’s nice!",1.0
"Yeah, right!",0.0
"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those...",1.0
"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",1.0
"So you might say, the ring is irreplaceable?",0.0
"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",0.0
"So you might say, it’s a magic ring.",1.0
"Yeah, the stripper stole it.",1.0
My-my ring? My-my wedding ring? The-the stripper stole my wedding ring?! H-how?! How could this all happen?!,1.0
"Well, I think it all started when you said, ""Hey Joey, why don’t you be my best man.""",1.0
"All right-all right, fine! I-I’m gonna call the cops!",1.0
"Dude, I screwed up, you don’t have to turn me in!",0.0
Not on you! On the stripper!,0.0
"Oh, yeah, well I already did that! They said they’re gonna look into it right after they solved all the murders.",1.0
"Okay, well, we’ll call the company that sent her!",0.0
"I did that too! They wouldn’t give me her real name or her number. They said, ""If I bothered them again they’d call the police."" I said, ""If you talk to the police, you tell them I’m missing a ring!""",1.0
"So what, Joey? Wh-wh-what? What are you telling me? That there’s nothing we can do? Well, how could this happen?!",1.0
"Look Ross, I am so-so sorry. I-I-I...",1.0
"Well, what if we just ah, called her, used a fake name, and had her come to my office?",1.0
"Oh, that sounds like fun, but we’ve got a ring to find!!",0.0
Here’s your tea Phoebe.,0.0
"It’s so good.  Oh, thanks.",1.0
Good.,0.0
I’m so glad you liked it.,1.0
Oh!,0.0
What?!,1.0
What?! She made the tea!,1.0
"Oh! No, I-I think I just had a contraction.",1.0
You what?,1.0
Oh my God!,0.0
"Yeah, I thought I had one a couple of minutes ago, and now I know that was definitely one.",1.0
"Wait, you can’t have the baby here! I mean I haven’t sterilised it since the guys moved out!",1.0
"Okay. It’s okay. We’re gonna be okay. Y’know what? It’s okay. I’m gonna, I’m gonna, I’m gonna boil some water and just rip up some sheets!",1.0
"No. It’s all right; it’s probably false labour. They said that, that can happen near the end, just somebody get the book.",1.0
"Rachel, get the book! The book!",0.0
Okay!  Okay! Here!,1.0
The Bible?!,0.0
I don’t know!,0.0
"All right, okay, this is great, uh, Chandler, you get behind the desk. And-and when she comes in hopefully, she won’t recognise you because, well, why would she? Uh, okay, and then you buzz Ross and I.  You be Mr. Gonzalez, and I’ll be uh, Mr. Wong.",1.0
Diverse.,0.0
Did anybody call for security?,1.0
You be cool.,0.0
"Okay, which one of you guys is Gunther Central-Perk?  Hey, Joey?",1.0
Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?,1.0
"Way to be cool, man.",0.0
What’s he talking about?,1.0
"There was a ring, in a box, on my nightstand, after you left, it was gone!",1.0
"Wait, you guys think I stole some ring?",1.0
Yeah!,0.0
We know you took so just-just save yourself the time and confess!,0.0
"Okay, who are you? The Hardy boys? Look, I don’t need to steal some stupid ring, all right? I make $1,600 a week doing what I do; any of you guys make that?",1.0
Marry me.,0.0
"I don’t get it! It was in my room all night! And if she didn’t take it, and I didn’t take it; and you  didn’t take it, then who did?  Shh! We’re trying to think!",1.0
I still don’t get how you know when it’s false labour.,1.0
"Well, do you see any babies?",1.0
How do you feel?,1.0
"Okay, I guess. I mean... I don’t know, it’s just, I guess I know it’s going to be over soon.",1.0
"Well, isn’t that a good thing? You said you were sick of this.",1.0
"I know. It’s just y’know usually when you’re, when you’re done with the pregnant thing, y’know, then you get to do the mom thing. I’m gonna be y’know, sitting around in my leather pants, drinking Tequila.",1.0
Some moms do that.,1.0
"Okay that’s even sadder. Look, I know, I know what I got myself into, it’s just that now that they’re in me it’s like, it’s like I know them y’know, I mean-I mean, it’s just not gonna be easy when these little babies have to go away.",1.0
"Aww, sweetie, but it’s not like you’re not gonna have anything. You’re gonna have nieces and nephews, and some ways that’s even better.",1.0
"Yeah, okay.",1.0
"No, really. Really, Pheebs, you’re not gonna be the one worrying about saving for college, or yelling at them when they’re bad, y’know, or deciding to put them on Ritalin when they just won’t calm down. Y’know?",1.0
"I mean, you’re the one they’re gonna come to when they wanna run away from home, and the one they talk to about sex.",1.0
And you just get to be cool Aunt Phoebe!,1.0
Cool Aunt Phoebe. I am pretty cool!,1.0
Yeah.,1.0
"And y’know what else, oh my God, are they gonna love you.",1.0
They are gonna love me.,0.0
Oh!,0.0
Thanks you guys! Again.,0.0
"Oh, sweetie!",0.0
You’re the best. Thanks. Oh!,0.0
What?!,1.0
Just kidding. Ahh!,1.0
What?!,1.0
Oh my God!,0.0
"Got cha again, you guys are so easy.",1.0
If anything should happen to him...,1.0
Joey! The vet said it’s a simple procedure.,1.0
So! Things can go wrong! You don’t know! What if he doesn’t make it?!,1.0
"He will, Joe.",0.0
"Yeah, but what if he doesn’t? He’s such a good duck.",1.0
"I’m so worried about him, y’know?",1.0
Somebody lose a ring?,0.0
Oh my God! Thank you! Thank you so much!,0.0
H-h-h-how’s the duck?,0.0
"He’s doing just fine, he’s resting now, but you can see him in a little bit.",1.0
"Ohh, great! Oh hey, listen Ross, thanks for being so cool about this.",0.0
"No, that’s all right.",0.0
"No, it’s not. I mean you-you made me your best man and I totally let you down!",1.0
"Hey, come on, it’s not your fault.",0.0
"Yeah, it is! You wouldn’t have lost the ring, right? Y’know what, Ross you were right from the start, he  should be your best man.",1.0
"No, you should.",0.0
"Now, don’t argue with me...",1.0
"Hey! Hey! Hey! I get to choose my best man, and I want both you guys.",1.0
Really?,1.0
Really?,1.0
"Hey, both you guys should be up there with me. I mean, you two are-are my... I mean, I’m lucky to have just one good...",1.0
Thanks man.,0.0
I gotta go check something over here.,1.0
What a baby.,1.0
Total wuss!,0.0
"Guys, hurry up! The flight leaves in four hours! It could take time to get a taxi! There could be traffic! The plane could leave early! When we get to London, there could be a line at customs! Come on!!",1.0
Six-hour trip to London. That’s a lot of Monica.,1.0
"Passport, check!  Camera, check! Traveller’s cheques, check!",0.0
"Who are you saying ""check"" too?",1.0
"Myself. Y’know for remembering to pack a thing. Yeah, you do a good thing, you get a check!  My mom does it, I never realized it was weird.",1.0
"Yeah, my mom used to put her head in the oven. Well, actually, she only did it the one time. But it was pretty weird.",1.0
Hey!,0.0
Hey!,0.0
Hey! Are you ready yet?,0.0
Yep! You got the tickets?,1.0
"Oh! Got ‘em right here,  check!",0.0
"It’s all London, baby! Here we go.",0.0
You got your passport?,1.0
"Yeah, in my third drawer on my dresser. You don’t want to lose that.",1.0
Ohh!!,1.0
There it is.,0.0
"Okay, if you need the vacuum, it’s in my closet on the left-hand side. Ah, the garbage bags are next to the refrigerator...",1.0
"Okay, okay, but Rachel’s gonna be here too, can’t I just ask her this stuff?",1.0
"Yeah, okay, give that a try!",0.0
All right! Let’s do it!,0.0
Woo-hoo!!,0.0
"Yeah, cheerie-o!",0.0
London baby!,0.0
"Okay, ‘cause that’s not gonna get annoying.",1.0
London baby!!,0.0
"Hey, y’know what? I was wrong.",1.0
"Well, we’re all here! I guess we should get going!",1.0
"Ohhh, I wanna come over there and give you a hug and wish you luck on your wedding, but I don’t—can’t get up.",1.0
"Oh, I’ll-I’ll come hug you.",1.0
"Great! Yeah, could you bring me the newspaper?",1.0
Yeah.,1.0
"Oh, have a great wedding!",0.0
Thanks.,0.0
"Oh, hey, Chandler I wanna hug you too!",0.0
Hey!,0.0
"Oh, and great! You might as well bring me my book, it’s on the counter in your apartment.",1.0
Oh.,0.0
"So, we’re off.",0.0
Have fun!,0.0
"Thanks!  Ugh, I can’t believe you’re not gonna be there!",1.0
"Oh, I know.",1.0
So-so come! Why don’t you come?,1.0
What?!,1.0
To London! Come to London. Please? It’ll mean so much to me.,1.0
"Yeah, well, I gotta work, I’m sorry.",1.0
Why-why can’t you take a couple of days off?,1.0
"Because, I can’t! Ross, I told you, no. I can’t.",1.0
This is my wedding.,0.0
"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",1.0
Fine. You’ll-you’ll watch it on video when we get back.,1.0
Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,1.0
Thank you.,0.0
Thank you.,0.0
"All right, let’s go! Bye, Pheebs!",0.0
"Bye, Pheebs!",0.0
London baby!!,0.0
"Oh, do you need a hug? You don’t have to bring me anything!",1.0
Come on! Do something!,0.0
"I am, I’m ignoring you.",1.0
"Okay, here!  I wanna be the on camera guy. All right, first stop, Westminster Abbey.",1.0
"Oh, what the hell is that?",1.0
"It’s London, baby! All right, the hotel’s here.  Wait. No, we wanna go... No. I know.  I’m gonna have to go into the map.",1.0
"Okay, if you see a little version of me in there? Kill it!",1.0
I got it!  Here we go.,1.0
"Okay. Listen-listen, we’re not gonna have to walk this way the entire time are we?",1.0
"Shhh!  Man, you made me lose it!",1.0
"...and that was all before 10 o’clock. The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon. And then the florist phoned to say there aren’t any tulips. Oh, and the chilliest has carpel-tunel syndrome. We’re not gonna be...",1.0
"Whoa-whoa-whoa! Emily,  honey, okay?",1.0
"Well, up yours too!",0.0
What?! No! No! That’s-that’s time-out!,1.0
Sorry.,0.0
"Sweetie, you gotta relax. Everything’s gonna be great, okay? Come on. Come on.",1.0
Chicken Kiev?,0.0
Um-hmm! Doesn’t that sound delicious at the last minute?,1.0
"Yeah, y’know, but something like salmon which would be so much more elegant than the chicken. And, you wouldn’t have to worry about the salmonella.  So, I can’t wait to see this place you’re getting married!",1.0
"Yeah. Yeah. Yes, this place is beautiful. Emily’s parents got married here.",1.0
I still can’t believe they’re tearing it down. It really is the most lovely building you’ll ever see. I mean it’s over...  Oh my God!,1.0
It’s nice.,1.0
Oh. Oh.,1.0
Oh. Oh my God. How can this be happening? What are we going to do?,1.0
It’s all right! Everything’s gonna be all right.,0.0
How’s it gonna be all right?!,0.0
"Uh-huh, I see that.",1.0
"Okay, I talked to the guy with the shovel and I found out what happened.",1.0
What? What?,1.0
They torn it down a few days early.,0.0
"All right! Westminster Abbey! Hands down, best Abbey I’ve ever seen. Hey!  Okay. What do you think of the Abbey, Chandler?",1.0
"I think it’s great. It’s great. Y’know, they’re thinking of changing the name of this place.",1.0
Really? To what?,1.0
To Put the Camera Away!!!,0.0
"Man, you are Westminster Crabby.",0.0
Oh. Oh.,1.0
"Oh, honey! Don’t get up! What do you need?",1.0
"Oh, no. Oh, nothing.",1.0
Come on! I am here to take care of you! What do you need? Anything.,1.0
"Okay, I have a wedgie.",1.0
"Okay, that is all you.",0.0
"So-so, what do you want for lunch?",0.0
"Oh, I don’t know. I guess we have to eat.",1.0
"Yeah, I do. What’s the matter?",1.0
I’m just bummed about the way I left things with Ross. I shouldn’t have lied to him about having to work. He seemed so mad at me.,1.0
"Eh, don’t be so hard on yourself. If someone I was still in love with was getting married...",1.0
Still in love with?!,0.0
Yeah!,0.0
I’m not in love with Ross!,0.0
"Oh. No. No. Good! Yeah, me neither.",1.0
"Phoebe, I’m going to Ross’s wedding because he is my ex-boyfriend and that would be really uncomfortable. Not because, I’m still in love with him! I mean, hey, y’know, I like Ross as much as the next guy, y’know? Clearly I have feelings for him, but feelings don’t mean love! I mean, I still have loving feelings for Ross. Yeah! But, I have, I have continuing feelings of love, but that doesn’t mean that-that I’m still in love with him. Y’know? I-I have sexual feelings for him, but I do love him—Ohh! Oh my God! Oh my—why didn’t you tell me?!!",1.0
We thought you knew!,0.0
We?!,0.0
"Yeah, we all know! We talk about it all the time!",1.0
You all know? Does Ross know?,1.0
"Oh no, Ross doesn’t know anything.",1.0
"Oh, I can not believe you didn’t tell me!",0.0
"Well, because we thought you knew!! It’s so obvious! God, that would be like telling Monica, ""Hey, you like things clean.""",1.0
Hey!,0.0
"So, what are you guys in the market for? We’ve got uh, scarves, tulip post cards...",1.0
Check this out? Huh?  Yeah. That’s the stuff. What do you think?,1.0
"Well, I don’t have to buy that, ""I’m with stupid"" T-shirt anymore.",1.0
"Well, I like it. Here you go.",1.0
"All right, look, you’re not really gonna buy that are you? Don’t you think you’ve embarrassed me enough for one day?",1.0
"Oh, I embarrass you?",1.0
How can I answer that when I’m pretending I don’t know you?,1.0
He’s just jealous. You’ll fit right in; all Londoners wear them!,1.0
Oh really? Then how come no one here is wearing them?,1.0
They’re all tourists.,1.0
"All right, look, if you insist on wearing that, in public, y’know, you’re gonna spend the rest of the afternoon all by yourself.",1.0
Oh yeah?  If you’re gonna make me choose between you and the hat? I choose the hat.,1.0
Good choice.,0.0
Thanks.,0.0
"Okay, wait. All right, that’s it, okay, I’m out of here. I am not going to be embarrassed anymore!",1.0
Hello?,0.0
"Hey! I just spoke to your dad, and you know what? He seems to think we’ll be able to find a new place for the wedding.",1.0
We don’t have to.,0.0
Whoa-whoa-what? You found a place?,1.0
"No. But, Monica and I were talking, and-and I was so upset about the hall being knocked down, and she suggested that we put the wedding off for a bit.",1.0
She said what?,1.0
"She said, ""If I’m not gonna be happy getting married somewhere that we find in a day, well then we should just postpone it.""",0.0
"Postpone it? Emily, do you think Monica realises how much our parents spent on this wedding? Do you my sister’s teeny-tiny little brain comprehends that people took time out of their lives to fly thousands of miles to be here, huh?  This isn’t right.",1.0
"I realize that people are going to be disappointed. But, I’m sure they’ll come back when we can do it right.",1.0
I can’t ask people to do that? Would you ask people to do that?,1.0
"Don’t you point your pants at me!  We have no choice! Anywhere that’s half-decent would’ve be booked months ago, Ross don’t you understand? This is our wedding I’m talking about.",1.0
The only thing I understand is; postponing it is not an option. This is when we’re getting married.,1.0
So what are you saying? It’s now or never?,1.0
No. I’m saying it’s now.,1.0
Or?,0.0
There’s no ‘or’ in mind. What is wrong with these pants?!!,1.0
"It’s not the pants. It’s you that is backwards. And if, and if you don’t understand how important this is to me, well then, perhaps we shouldn’t get married at all!",1.0
"No, wait! Emily! No, wait, stop! Emily, please—",0.0
Hey!,0.0
Hi.,0.0
"So, did shopping make you feel any better about Ross?",0.0
Manhattan does not have enough stores.,0.0
"Well, I think I can help you get over him.",1.0
You can?,0.0
Yeah. I just need you to bring me some photos of Ross.,1.0
Um-hmm.,1.0
And a small piece of chocolate.,1.0
Okay.,0.0
And a glass of tepid water.,0.0
"Ooh, is this one of those things where you throw it in a bag with some graveyard dirt and hang it from a north-facing tree?",1.0
"Uh, only if you have the hiccups too. Yeah, the pictures are for you, the water and the chocolate is for me. I just didn’t feel like getting up. Okay, I’m gonna show you a picture of Ross. Okay? And you’re going to remember all of the bad things about him. All right? Really focus on his flaws.",1.0
I can do that. I certainly did it when we were going out.,1.0
"Okay. Umm, before we get started, I just wanna say for the record that I love Ross, I think he’s such a great guy. Here.  Okay, now, close your eyes. And imagine that you’re with Ross okay and imagine that you’re kissing him. And you’re-you’re running your hands all over his body. And then you run your hands through his hair, but eew-oh gross it’s some kind of grease, it’s—uck! Hah?",1.0
"I don’t know, his uh, his hair never really bothered me that much, and y’know it was always more crunchy than it was greasy.",1.0
"Okay, this is going to be harder than I thought. Umm, let’s try some uh, aversion therapy.",1.0
Okay.,0.0
Okay?,0.0
All right.,0.0
"So uh, now look at the picture...",1.0
Okay.,0.0
"All right, and umm...",0.0
Ow!,0.0
"Okay, how do you feel now?",0.0
"Well, I like you less!",0.0
Hey.,0.0
Hey.,0.0
Oh.  Sorry!,0.0
"No-no-no, y’know what? I really shouldn’t have said that you were embarrassing me, I mean that really wasn’t cool. And if it makes you feel any better, I’ve had a really lousy day.",1.0
Me too.,1.0
Yeah?,1.0
"Noo!! I’ve had the best day ever! Dude, check this out!",1.0
Hey!,0.0
Sh-shh-shh!,0.0
"Okay, so say hi to my friend and tell him that you like the hat.",1.0
"Okay, so umm, what’s your friend’s name?",1.0
"Oh, Chandler.",0.0
Hi Chandler!,0.0
That’s... That’s was...,1.0
Oh my God!,0.0
That’s Fergie baby!!,0.0
"Joey says you don’t really like his hat, but I think it’s kinda dashing.",1.0
How did you? How? How?,1.0
"Well, I was trying to figure out how to get to Buckingham Palace, right? So, I’m in my map and-and... Hey!",1.0
Hey!,0.0
Hi. I understand you had a little talk with Emily.,1.0
"Yes, I did! And you are welcome!",0.0
Am I?! And was it your idea to postpone the wedding?!,1.0
Umm...,1.0
I’m gonna go to the bathroom.,1.0
Wait up!,0.0
"Hey-hey, since you’re the ‘fix-it’ lady, here’s a pickle, what do you do when the bride says she doesn’t want to have the wedding at all?",1.0
She said that?!,1.0
Yeah.,1.0
Why?!,0.0
"I don’t know, I told her it was stupid to put off the wedding just because the hall was gone and she liked flipped out.",1.0
Oh my God. You’re even dumber than I am!,1.0
Excuse me?,0.0
"Ross, how long have you been planning this wedding?",0.0
I don’t know. A month?,1.0
"Emily has probably been planning it since she was five! Ever since the first time she took a pillowcase and hung it off the back of her head. That’s what we did! We dreamed about the perfect wedding, and the perfect place, with the perfect four-tiered wedding cake , with the little people on top.  Thanks. But the most important part is that we had the perfect guy who understood just how important all that other stuff was.",1.0
"I had no idea. And that-that pillowcase thing, I thought you guys were just doing the flying nun.",1.0
Sometimes we were.,1.0
Come on. You gotta help me figure out what to do. Okay?,1.0
Okay.,0.0
Come on.,0.0
That was pretty intense huh?,1.0
"Yeah.  Hey, I hope Ross didn’t think that we just went in there because we were uncomfortable being out here!",1.0
I hope he did!,0.0
Hello.,0.0
"Hey, Pheebs! It’s Joey!",0.0
"Hey, Joey! Hey! Ooh! Ooh! I just say someone on the—that looks just like you on the subway. And I was gonna go over and say ‘hi!’ but then I figured, he doesn’t care if he looks like you.",1.0
"That just cost me four bucks. But uh listen, I just called to see how the chick and the duck are doing?",1.0
"Ohh, they’re having a great time with their Aunt Phoebe! Aunt Rachel hasn’t been helpful at all. So, do you miss me?",1.0
"Kinda, but I’ve just been having way too much fun.",1.0
So you’re not homesick yet?,0.0
"No, I don’t think so.",1.0
"All right, the seven of us miss you.",0.0
Who’s seven?,0.0
"Y’know, me, Rachel, the birds, the babies...",0.0
"Ahh, the babies miss me?",1.0
"Ooh, the pizza guy’s here!",0.0
