title,type,speaker,dialogue_raw,dialogue_clean,stage_direction_inline,scene_note_inline,stage_direction_only,scene_note_only,season,episode
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"You actually broke her watch?  Wow!  The worst thing I ever did was, I-I shredded by boyfriend's favorite bath towel.","You actually broke her watch?  Wow!  The worst thing I ever did was, I-I shredded by boyfriend's favorite bath towel.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"Ooh, steer clear of you.","Ooh, steer clear of you.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"That's right. [Scene: Monica's Apartment, Rachel is talking on the phone and pacing.]",That's right.,,"Scene: Monica's Apartment, Rachel is talking on the phone and pacing.",,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,"Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju- (She stops talking and dials the phone.) Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me.  And not that I have any idea who me is right now, but you just have to give me a chance too... (The maching cuts her off again and she redials.)","Barry, I'm sorry... I am so sorry... I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...look, look, I know that some girl is going to be incredibly lucky to become Mrs. Barry Finkel, but it isn't me, it's not me.  And not that I have any idea who me is right now, but you just have to give me a chance too...",(She stops talking and dials the phone.) | (The maching cuts her off again and she redials.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,scene_note,,,,,,,Scene: Ross's Apartment; Ross is pacing while Joey and Chandler are working on some more furniture.,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,I'm divorced!  I'm only 26 and I'm divorced!,I'm divorced!  I'm only 26 and I'm divorced!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,Shut up!,Shut up!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,You must stop! (Chandler hits what he is working on with a hammer and it collapses.),You must stop!,(Chandler hits what he is working on with a hammer and it collapses.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,That only took me an hour.,That only took me an hour.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento.   You, however have had the love of a woman for four years.   Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it!  I don't think that was my point!","Look, Ross, you gotta understand, between us we haven't had a relationship that has lasted longer than a Mento.   You, however have had the love of a woman for four years.   Four years of closeness and sharing at the end of which she ripped your heart out, and that is why we don't do it!  I don't think that was my point!",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,"You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...","You know what the scariest part is? What if there's only one woman for everybody, y'know? I mean what if you get one woman- and that's it? Unfortunately in my case, there was only one woman- for her...",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,"What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!","What are you talking about? 'One woman'? That's like saying there's only one flavor of ice cream for you. Lemme tell you something, Ross. There's lots of flavors out there. There's Rocky Road, and Cookie Dough, and Bing! Cherry Vanilla. You could get 'em with Jimmies, or nuts, or whipped cream! This is the best thing that ever happened to you! You got married, you were, like, what, eight? Welcome back to the world! Grab a spoon!",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,I honestly don't know if I'm hungry or horny.,I honestly don't know if I'm hungry or horny.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"Stay out of my freezer! [Scene: A Restaurant, Monica and Paul are still eating.]",Stay out of my freezer!,,"Scene: A Restaurant, Monica and Paul are still eating.",,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"Ever since she walked out on me, I, uh...","Ever since she walked out on me, I, uh...",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"What?..... What, you wanna spell it out with noodles?","What?..... What, you wanna spell it out with noodles?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"No, it's, it's more of a fifth date kinda revelation.","No, it's, it's more of a fifth date kinda revelation.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"Oh, so there is gonna be a fifth date?","Oh, so there is gonna be a fifth date?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,Isn't there?,Isn't there?,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"Yeah... yeah, I think there is. -What were you gonna say?","Yeah... yeah, I think there is. -What were you gonna say?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform. (Monica takes a sip of her drink.) ...Sexually.","Well, ever-ev-... ever since she left me, um, I haven't been able to, uh, perform.  ...Sexually.",(Monica takes a sip of her drink.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"(spitting out her drink in shock) Oh God, oh God, I am sorry... I am so sorry...","Oh God, oh God, I am sorry... I am so sorry...",(spitting out her drink in shock),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,It's okay...,It's okay...,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,I know being spit on is probably not what you need right now. Um... how long?,I know being spit on is probably not what you need right now. Um... how long?,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,Two years.,Two years.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,Wow! I'm-I'm-I'm glad you smashed her watch!,Wow! I'm-I'm-I'm glad you smashed her watch!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"So you still think you, um... might want that fifth date?","So you still think you, um... might want that fifth date?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"(pause)...Yeah. Yeah, I do.","...Yeah. Yeah, I do.",(pause),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,scene_note,,,,,,,"Scene: Monica's Apartment, Rachel is watching Joanne Loves Chaci.",1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PRIEST ON TV,"We are gathered here today to join Joanne Louise Cunningham and Charles, Chachi-Chachi-Chachi, Arcola in the bound of holy matrimony.","We are gathered here today to join Joanne Louise Cunningham and Charles, Chachi-Chachi-Chachi, Arcola in the bound of holy matrimony.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,Oh...see... but Joanne loved Chachi! That's the difference!,Oh...see... but Joanne loved Chachi! That's the difference!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,scene_note,,,,,,,"Scene: Ross's Apartment, they're all sitting around and talking.",1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,"(scornful) Grab a spoon. Do you know how long it's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anything to you?","Grab a spoon. Do you know how long it's been since I've grabbed a spoon? Do the words 'Billy, don't be a hero' mean anything to you?",(scornful),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,"Great story!  But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea...  Oh man, (looks to Chandler)","Great story!  But, I uh, I gotta go, I got a date with Andrea--Angela--Andrea...  Oh man,",(looks to Chandler),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"Angela's the screamer, Andrea has cats.","Angela's the screamer, Andrea has cats.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,Right.  Thanks.  It's June.  I'm outta here. (Exits.),Right.  Thanks.  It's June.  I'm outta here.,(Exits.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ROSS,"Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask? (He gazes out of the window.)","Y'know, here's the thing. Even if I could get it together enough to- to ask a woman out,... who am I gonna ask?",(He gazes out of the window.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,scene_note,,,,,,,Cut to Rachel staring out of her window.,1,1
The One Where Monica Gets a Roommate: The Pilot,scene_note,,,,,,,"Scene: Monica's Apartment, Rachel is making coffee for Joey and Chandler.",1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,"Isn't this amazing? I mean, I have never made coffee before in my entire life.","Isn't this amazing? I mean, I have never made coffee before in my entire life.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,That is amazing.,That is amazing.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,Congratulations.,Congratulations.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,"Y'know, I figure if I can make coffee, there isn't anything I can't do.","Y'know, I figure if I can make coffee, there isn't anything I can't do.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"If can invade Poland, there isn't anything I can't do.","If can invade Poland, there isn't anything I can't do.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,"Listen, while you're on a roll, if you feel like you gotta make like a Western omelet or something... (Joey and Chandler taste the coffee, grimace, and pour it into a plant pot.) Although actually I'm really not that hungry...","Listen, while you're on a roll, if you feel like you gotta make like a Western omelet or something...  Although actually I'm really not that hungry...","(Joey and Chandler taste the coffee, grimace, and pour it into a plant pot.)",,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"(entering, to herself) Oh good, Lenny and Squigy are here.","Oh good, Lenny and Squigy are here.","(entering, to herself)",,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ALL,Morning. Good morning.,Morning. Good morning.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,(entering from Monica's room) Morning.,Morning.,(entering from Monica's room),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,"Morning, Paul.","Morning, Paul.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,"Hello, Paul.","Hello, Paul.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"Hi, Paul, is it?","Hi, Paul, is it?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,stage_direction,,,,,,Monica and Paul walk to the door and talk in a low voice so the others can't hear.  The others move Monica's table closer to the door so that they can.,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,Thank you!  Thank you so much!,Thank you!  Thank you so much!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,Stop!,Stop!,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,"No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness.","No, I'm telling you last night was like umm, all my birthdays, both graduations, plus the barn raising scene in Witness.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,We'll talk later.,We'll talk later.,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,PAUL,Yeah. (They kiss) Thank you. (Exits),Yeah.  Thank you.,(They kiss) | (Exits),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,That wasn't a real date?! What the hell do you do on a real date?,That wasn't a real date?! What the hell do you do on a real date?,,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"Shut up, and put my table back.","Shut up, and put my table back.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,ALL,Okayyy! (They do so.),Okayyy!,(They do so.),,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,CHANDLER,"All right, kids, I gotta get to work. If I don't input those numbers,... it doesn't make much of a difference...","All right, kids, I gotta get to work. If I don't input those numbers,... it doesn't make much of a difference...",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,"So, like, you guys all have jobs?","So, like, you guys all have jobs?",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,MONICA,"Yeah, we all have jobs. See, that's how we buy stuff.","Yeah, we all have jobs. See, that's how we buy stuff.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,JOEY,"Yeah, I'm an actor.","Yeah, I'm an actor.",,,,,1,1
The One Where Monica Gets a Roommate: The Pilot,dialogue,RACHEL,Wow! Would I have seen you in anything?,Wow! Would I have seen you in anything?,,,,,1,1
